Parameter,Likelihood,Std_Error
100,39.38139145052642,0.2369372136281324
101,39.38826863971401,0.26858274608993665
102,39.40416523228938,0.26582200226079256
103,39.40094135450698,0.21026207767248117
104,39.50694906311577,0.21207901916961505
105,39.55181545388729,0.25095590684161123
106,39.60598508579737,0.23861839035524093
107,39.548690520916686,0.24244776364645565
108,39.65477185296151,0.21970225459105563
109,39.64997836229261,0.2024133071333464
110,39.744081949276605,0.21205126137339178
111,39.746744366008805,0.23150081030255676
112,39.83169567696096,0.18973463741835736
113,39.866711857420434,0.2179433717810847
114,39.85142139633775,0.21399398870403377
115,39.91829461391946,0.18907793671308254
116,40.00154259747674,0.24059136128502898
117,40.01027281931066,0.17525066827324934
118,40.03800154367974,0.22794943138665544
119,40.08589984352689,0.1796602848866105
120,40.07955763806667,0.19464321639024373
121,40.09319041233318,0.22984106495809484
122,40.1624725552998,0.20728979237594872
123,40.1858087852367,0.2125328796383206
124,40.1964626024884,0.24920661440855366
125,40.255297094850064,0.2064156646288587
126,40.32440658970359,0.16995279654433373
127,40.378733540191476,0.2476788637969114
128,40.390071137127386,0.16585760197834046
129,40.414715262847785,0.16610624953454578
130,40.485930800017286,0.2500477361637308
131,40.465142710730404,0.22560729730333362
132,40.490967706688195,0.22820879925343052
133,40.60807695412,0.15511435623277262
134,40.6021045267052,0.17056415109001696
135,40.58888856434709,0.15499524663427147
136,40.61564907129144,0.17376216970848993
137,40.64320735798148,0.1874077844345206
138,40.675854056888184,0.19237681656115274
139,40.69543606744161,0.14286783946374362
140,40.775464116777734,0.19714011445353127
141,40.83296779359625,0.1526449262840465
142,40.82394934677228,0.17349459329388053
143,40.863717903937165,0.19696967866019685
144,40.88542838858509,0.15496270544062607
145,40.898250227909394,0.17304159289156906
146,40.924524905258274,0.18103727344044038
147,40.978748295669966,0.1633836521579603
148,41.02162511794043,0.15603492844301184
149,41.053034271037866,0.13768177445842786
150,41.03851989470335,0.1469406343919032
151,41.07412425867586,0.1515766315901797
152,41.114875373773714,0.13113942634047554
153,41.118428526267664,0.15087369775514753
154,41.147560123625496,0.14993319731805893
155,41.17413756676464,0.13433842606057095
156,41.17475737423927,0.1335055330850348
157,41.242068106964844,0.17893155656751925
158,41.22557491307505,0.17490548581569013
159,41.25203596227773,0.14992536833539344
160,41.28375370040729,0.16514629993338784
161,41.27761825338715,0.1652708156895769
162,41.37865381634306,0.15078549860021473
163,41.347851856376884,0.14221861004384187
164,41.36965794553782,0.15945162031612503
165,41.39582021941842,0.131514646835687
166,41.42556309945463,0.16051508447237273
167,41.43188931907551,0.12961311421453225
168,41.462341341749095,0.12754964389801238
169,41.477884611722594,0.15005172578946913
170,41.47310594086964,0.1258437111962604
171,41.48742503331155,0.1423031106447588
172,41.50008611255639,0.12962812400798054
173,41.46269974151732,0.15311376158123943
174,41.55490906752855,0.13138034517691644
175,41.54780817951067,0.1457215923321587
176,41.49138006651858,0.13859816097309235
177,41.53184101423874,0.13766768017402828
178,41.54088742977162,0.14978674656022098
179,41.569412696410254,0.1523961955206781
180,41.58693227239126,0.14913401679115934
181,41.57387170686394,0.12498969137125795
182,41.59763455599535,0.16875366899133468
183,41.578071753399506,0.1752893097832837
184,41.60886703191676,0.12912796481052502
185,41.60215363486434,0.1507532745341186
186,41.63026998975094,0.17565902305336048
187,41.594101313525506,0.1354839937005051
188,41.580490152563854,0.14261631160284954
189,41.602636167251546,0.14208522458731798
190,41.59168021385163,0.1430139678142915
191,41.57663491540639,0.1309793609784449
192,41.58529664745176,0.1808789643007987
193,41.55074623922861,0.13236705586477046
194,41.564891841125636,0.15300863870150025
195,41.600271274246076,0.13915489032015207
196,41.55717471450011,0.14484507795695636
197,41.55843131903318,0.14954146948874253
198,41.53978559779909,0.1514979555668703
199,41.49877913531749,0.14400935766227466
200,41.491787325568005,0.15064795894096383
201,41.51286125530847,0.17386519602154385
202,41.46959303139909,0.16134258796457132
203,41.4757595162123,0.16948184895355228
204,41.426060259987025,0.17116334952394557
205,41.409076052244274,0.1659674096043942
206,41.39125867819168,0.15463526705319416
207,41.315511961420086,0.14057584820985655
208,41.35442340045436,0.1906464096754943
209,41.30129140031506,0.19322125670352402
210,41.243799736436884,0.1866791266472523
211,41.2706053888246,0.18495409066151616
212,41.225795166036754,0.18634646629160886
213,41.17325131593607,0.1780925985102181
214,41.11425698519533,0.16232075478509211
215,41.14895949646985,0.18028285164253607
216,41.071370539160306,0.191132642009847
217,41.00458896562407,0.19803175938574288
218,40.9910006098094,0.20681413377401
219,40.89919883766987,0.20375186122821357
220,40.88358819221205,0.18065065356919485
221,40.819102897286946,0.20845234282341357
222,40.83302425954292,0.21573901443143087
223,40.72128956947536,0.1889818693440971
