Parameter,Likelihood,Std_Error
1.0,-2.958695261034113,18.26336173514738
1.1,14.754435093024295,12.021218514884058
1.2,26.713458308158025,6.112077204824785
1.3,32.16848486370505,2.8057663775149386
1.4,34.70429413764114,1.1681111138942564
1.5,35.97601236148126,0.6811643628039427
1.6,36.93492490053954,0.5979832223496564
1.7,37.75869430032571,0.393805692081051
1.8,38.272884293591446,0.39271857508643665
1.9,38.88508930897449,0.28759112823958394
2.0,39.245536697439995,0.30999442193992144
2.1,39.56340806213298,0.32557755421999734
2.2,39.82101358658227,0.24427538942577684
2.3,40.16568845614906,0.22591276740898117
2.4,40.272776404702384,0.17253290332566648
2.5,40.45556928751316,0.21099203476626546
2.6,40.63862954835572,0.18050337779655765
2.7,40.680784882626014,0.18300753226393116
2.8,40.87013693154559,0.1537997874372296
2.9,40.94499516672963,0.17339409538880388
3.0,41.0201285755197,0.13718932343856566
3.1,41.08525852185904,0.139594896096983
3.2,41.156439037902935,0.15205722629787752
3.3,41.19810503967174,0.13719702514935106
3.4,41.28554200316067,0.14596590721253658
3.5,41.296808977247345,0.14187923241067618
3.6,41.337610740202805,0.14158303652662207
3.7,41.39787655667049,0.13767881279283525
3.8,41.41901642675426,0.133457846041202
3.9,41.39515838841046,0.1401801921290065
4.0,41.438961485439904,0.13292322913131582
4.1,41.49320705938595,0.137146717443072
4.2,41.466042741745184,0.129135613457325
4.3,41.4795947130137,0.1570752447111525
4.4,41.51459628864983,0.13701288550774718
4.5,41.467286627435435,0.15212361268025362
4.6,41.536298645197355,0.13539656191494
4.7,41.52100651177543,0.187569662820503
4.8,41.488060496667295,0.12839786409747056
4.9,41.525450294259336,0.10464956837860633
5.0,41.54042434641298,0.152804950194582
5.1,41.4494355056046,0.1386251831467457
5.2,41.479880402402124,0.11461855142219214
5.3,41.4680908297048,0.17575945149228514
5.4,41.44653930686543,0.16537318914922353
5.5,41.42169883460803,0.1460024432270594
5.6,41.432948478932275,0.13587114174892342
5.7,41.40819291273774,0.16462085760802156
5.8,41.37430609075964,0.17472103298982744
5.9,41.393226637855534,0.17671073815634716
6.0,41.384873598992456,0.1755948080468872
6.1,41.37812096416265,0.13094277371415344
6.2,41.35695837723275,0.15351833169618473
6.3,41.346226745726945,0.16803588704863598
6.4,41.320238969585226,0.15210776559328448
6.5,41.28628591693865,0.15697021909410788
6.6,41.22620724336709,0.14916336183592818
6.7,41.23655476377573,0.16822787049992458
6.8,41.239833036926,0.15483322826513463
6.9,41.214489905977864,0.14702150778366085
7.0,41.178403084018775,0.16242998876654738
7.1,41.1931805590868,0.15489358632679068
7.2,41.138614542913984,0.19698114739756425
7.3,41.081036849519535,0.16874860692348292
7.4,41.08005665362065,0.1378909645400595
7.5,41.02993387300317,0.17431441321021723
7.6,41.02647690469066,0.19040879100159744
7.7,40.97180862667636,0.16193142096333327
7.8,40.97625614751253,0.1815982907553785
7.9,40.94898611912362,0.18170219382956374
8.0,40.879947809945236,0.18386505414512636
8.1,40.85897860920936,0.18266075143637917
8.2,40.86450644574467,0.16257311838559155
8.3,40.847634208569666,0.1962202001136889
8.4,40.77446754239157,0.16563647677410342
8.5,40.69181739695144,0.2018933920144899
8.6,40.70399193173144,0.23332833337801198
8.7,40.710290220346955,0.1639091091397454
8.8,40.65040965975636,0.19655048989362126
8.9,40.57229638791901,0.19075563189623815
9.0,40.58168376238745,0.21970600302780888
9.1,40.51534593025053,0.18052886761699277
9.2,40.55943958224596,0.16661651640375053
9.3,40.50566778184731,0.22537661214103719
9.4,40.4359993621089,0.22431963875339442
9.5,40.39979701023818,0.2067522917067943
9.6,40.29987735142156,0.19786953709144386
9.7,40.3251302164758,0.1977344273986038
9.8,40.28699440376059,0.284717454885499
9.9,40.22133745362587,0.2436281472337861
10.0,40.189863965374094,0.2397196224109758
10.1,40.14585591200446,0.24007201786808474
10.2,40.127565543497155,0.23466780258746794
10.3,39.98961070303679,0.2422038472799645
10.4,40.02961974019467,0.27779028661250665
10.5,39.95031302239658,0.25119283999223896
10.6,39.991376368914814,0.24315819630737945
10.7,39.87220164608158,0.3021796748778732
10.8,39.88343488456198,0.2681739217294274
10.9,39.8785670553445,0.25951806247307435
11.0,39.76729265350869,0.26409853548666434
11.1,39.736557347394616,0.33795412331267627
11.2,39.682125423818576,0.35063943603283765
11.3,39.588031371390365,0.3241324194037164
11.4,39.56979148170288,0.3168942187919777
11.5,39.54435160024818,0.3198526913885593
11.6,39.551768237112874,0.256983917548447
11.7,39.42170348097214,0.3210208273547901
11.8,39.423240748493356,0.35144915737285465
11.9,39.407490153834296,0.2569315751208939
12.0,39.311978577021534,0.358510785065163
12.1,39.27823651475841,0.40289286288083426
12.2,39.192910349927246,0.31497404928269673
12.3,39.18069355640383,0.3952758093961792
12.4,39.1397214203283,0.3967480652259816
12.5,39.12420421610705,0.34545253141778304
12.6,39.03044449866379,0.40002544960017433
12.7,38.99012113278569,0.4955850824663677
12.8,38.942764586743316,0.40438387254293934
12.9,38.90487660117221,0.3559853892106228
13.0,38.84503735309226,0.32943615620093253
13.1,38.73916186188191,0.45867705301459344
13.2,38.78547966536138,0.41688823760522087
13.3,38.662162763810485,0.47266167544410087
13.4,38.55824747933922,0.3942420050467848
13.5,38.61549540718224,0.4199143351034682
13.6,38.544378137583685,0.3872219965188341
13.7,38.46858547746999,0.4715977161686786
13.8,38.44317568950728,0.43593900911007333
13.9,38.462664616333456,0.45752125447600483
14.0,38.31848434134236,0.509696924943843
14.1,38.35022605927926,0.3793243075197352
14.2,38.16543632408334,0.5098367936054846
14.3,38.120895057333584,0.5308583609937308
14.4,38.08630474058499,0.7081734820456665
14.5,37.88950074303833,0.6344178895221666
14.6,37.870542145817055,0.6261738801118851
14.7,37.83459326609857,0.5909830286309897
14.8,37.85402709097495,0.43792907101785095
14.9,37.72579940483323,0.634630153009077
15.0,37.732611138499394,0.6178485701934654
